Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-204 (Organizations - Client Profile - Sites - View - Edit Sites),Chrome 97.0.4692.71,,,2022-01-11 20:17:34,2022-01-11 20:18:09,35.141s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-204/FCSCMS-1336-S5 (Admin user should be able to log in using valid credentials),Chrome 97.0.4692.71,Admin user should be able to log in using valid credentials,,2022-01-11 20:17:34,2022-01-11 20:17:49,14.808s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 20:17:35,2022-01-11 20:17:39,4.509s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 97.0.4692.71,,,2022-01-11 20:17:39,2022-01-11 20:17:41,2.086s,PASSED
maximizeWindow(),Chrome 97.0.4692.71,,,2022-01-11 20:17:41,2022-01-11 20:17:41,0.198s,PASSED
delay(3),Chrome 97.0.4692.71,,,2022-01-11 20:17:41,2022-01-11 20:17:45,3.057s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 20:17:45,2022-01-11 20:17:46,1.057s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-11 20:17:46,2022-01-11 20:17:47,1.013s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 20:17:47,2022-01-11 20:17:47,0.795s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-11 20:17:47,2022-01-11 20:17:48,1.018s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 97.0.4692.71,,,2022-01-11 20:17:48,2022-01-11 20:17:49,0.428s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-204/FCSCMS-1337-S5 (User should be able to click the Clients option from the left navigation panel),Chrome 97.0.4692.71,User should be able to click the Clients option from the left navigation panel,,2022-01-11 20:17:49,2022-01-11 20:18:02,12.750s,PASSED
delay(2),Chrome 97.0.4692.71,,,2022-01-11 20:17:49,2022-01-11 20:17:51,2.031s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 97.0.4692.71,,,2022-01-11 20:17:51,2022-01-11 20:17:55,4.242s,PASSED
delay(2),Chrome 97.0.4692.71,,,2022-01-11 20:17:55,2022-01-11 20:17:58,2.008s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""))",Chrome 97.0.4692.71,,,2022-01-11 20:17:58,2022-01-11 20:18:01,3.061s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-11 20:18:01,2022-01-11 20:18:02,1.016s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-204/FCSCMS-1338-S5 (User should be able to search for the clients name in the quick search tab),Chrome 97.0.4692.71,User should be able to search for the client's name in the quick search tab,,2022-01-11 20:18:02,2022-01-11 20:18:06,4.484s,PASSED
"setText(findTestObject(""Admin/Sprint 5/FCSCMS-194/SearchBar(Clients)""), ""Smoke Test 3"")",Chrome 97.0.4692.71,,,2022-01-11 20:18:02,2022-01-11 20:18:03,0.793s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-11 20:18:03,2022-01-11 20:18:04,1.010s,PASSED
"click(findTestObject(""Admin/Sprint 5/FCSCMS-194/SearchButton(Clients)""))",Chrome 97.0.4692.71,,,2022-01-11 20:18:04,2022-01-11 20:18:04,0.406s,PASSED
delay(2),Chrome 97.0.4692.71,,,2022-01-11 20:18:04,2022-01-11 20:18:06,2.018s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-204/FCSCMS-1339-S5 (User should be able to view edit the clients details),Chrome 97.0.4692.71,User should be able to view/edit the client's details,,2022-01-11 20:18:06,2022-01-11 20:18:09,2.676s,PASSED
delay(2),Chrome 97.0.4692.71,,,2022-01-11 20:18:06,2022-01-11 20:18:08,2.005s,PASSED
"click(findTestObject(""Admin/Sprint 5/FCSCMS200/EditIcon(FCSCMS200)""))",Chrome 97.0.4692.71,,,2022-01-11 20:18:08,2022-01-11 20:18:09,0.372s,PASSED
