Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-193 (Organizations - Client Profile - Add New Client),Chrome 96.0.4664.110,,,2021-12-22 16:29:04,2021-12-22 16:30:38,1m - 34.231s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1137-S5 (Admin user should be able to log in using valid credentials),Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-22 16:29:05,2021-12-22 16:29:20,15.146s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 16:29:05,2021-12-22 16:29:10,4.552s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-22 16:29:10,2021-12-22 16:29:12,2.751s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 16:29:12,2021-12-22 16:29:13,0.213s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-22 16:29:13,2021-12-22 16:29:16,3.040s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-22 16:29:16,2021-12-22 16:29:17,0.909s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-22 16:29:17,2021-12-22 16:29:18,1.005s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-22 16:29:18,2021-12-22 16:29:18,0.783s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-22 16:29:18,2021-12-22 16:29:19,1.013s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-22 16:29:19,2021-12-22 16:29:20,0.452s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1138-S5 (Click the Clients option from the left navigation panel),Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-22 16:29:20,2021-12-22 16:29:28,7.920s,PASSED
