Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-192 (Organizations - Client Profile - Client Listing),Chrome 96.0.4664.110,,,2021-12-20 17:53:17,2021-12-20 17:53:54,36.517s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-192/FCSCMS-1049,Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-20 17:53:17,2021-12-20 17:53:33,15.993s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-20 17:53:18,2021-12-20 17:53:21,3.390s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-20 17:53:21,2021-12-20 17:53:25,3.658s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-20 17:53:25,2021-12-20 17:53:25,0.192s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-20 17:53:25,2021-12-20 17:53:28,3.034s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 17:53:28,2021-12-20 17:53:30,2.145s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 17:53:30,2021-12-20 17:53:31,1.009s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 17:53:31,2021-12-20 17:53:32,0.765s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 17:53:32,2021-12-20 17:53:33,1.003s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-20 17:53:33,2021-12-20 17:53:33,0.433s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-192/FCSCMS-1050,Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-20 17:53:33,2021-12-20 17:53:42,8.490s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 17:53:34,2021-12-20 17:53:36,2.003s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-20 17:53:36,2021-12-20 17:53:38,2.733s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 17:53:38,2021-12-20 17:53:40,2.005s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""))",Chrome 96.0.4664.110,,,2021-12-20 17:53:40,2021-12-20 17:53:41,0.461s,PASSED
