Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-191 (Organizations - Client Profile - Search Clients),Chrome 96.0.4664.110,,,2021-12-20 15:04:26,2021-12-20 15:06:01,1m - 34.791s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1065,Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-20 15:04:26,2021-12-20 15:04:41,15.385s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-20 15:04:26,2021-12-20 15:04:31,4.076s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-20 15:04:31,2021-12-20 15:04:34,3.258s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-20 15:04:34,2021-12-20 15:04:34,0.211s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-20 15:04:34,2021-12-20 15:04:37,3.027s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:04:37,2021-12-20 15:04:38,0.998s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:04:38,2021-12-20 15:04:39,1.006s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:04:39,2021-12-20 15:04:40,0.754s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:04:40,2021-12-20 15:04:41,1.008s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-20 15:04:41,2021-12-20 15:04:41,0.661s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1066,Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-20 15:04:41,2021-12-20 15:04:50,8.204s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:04:42,2021-12-20 15:04:44,2.012s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-20 15:04:44,2021-12-20 15:04:47,3.100s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/SearchBar""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:04:47,2021-12-20 15:04:49,2.427s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/ClientListDashboard""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:04:49,2021-12-20 15:04:50,0.327s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1067,Chrome 96.0.4664.110,User should be able to put characters on Search bar,,2021-12-20 15:04:50,2021-12-20 15:04:53,3.271s,PASSED
