Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-10 (User, Role and Access Management User Login - Login Page)",,,,2021-12-07 22:11:03,2021-12-07 22:11:06,2.901s,ERROR
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-217,,User should be able to fill username field,217,2021-12-07 22:11:04,2021-12-07 22:11:04,0.494s,PASSED
return null,,,,2021-12-07 22:11:04,2021-12-07 22:11:04,0.003s,PASSED
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-218,,User should be able to fill password field,218,2021-12-07 22:11:04,2021-12-07 22:11:05,0.612s,PASSED
return null,,,,2021-12-07 22:11:05,2021-12-07 22:11:05,0.064s,PASSED
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-219,,Password should be masked,219,2021-12-07 22:11:05,2021-12-07 22:11:05,0.475s,PASSED
return null,,,,2021-12-07 22:11:05,2021-12-07 22:11:05,0.000s,PASSED
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-220,,User is able to hide or show the pasword,220,2021-12-07 22:11:05,2021-12-07 22:11:06,0.331s,PASSED
return null,,,,2021-12-07 22:11:06,2021-12-07 22:11:06,0.001s,PASSED
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-221,,User is able to click Remember My Username button,221,2021-12-07 22:11:06,2021-12-07 22:11:06,0.234s,ERROR
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-222,,Invalid login or incomplete requirements should have error notification or red flag,222,2021-12-07 22:11:06,2021-12-07 22:11:06,0.007s,ERROR
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-223,,User is able to click Forgot password button,223,2021-12-07 22:11:06,2021-12-07 22:11:06,0.030s,ERROR
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-224,,User is able to click Need assistance button,224,2021-12-07 22:11:06,2021-12-07 22:11:06,0.003s,ERROR
