Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuiteSite Sample,Chrome 96.0.4664.110,,,2021-12-23 17:56:51,2021-12-23 17:58:44,1m - 53.141s,FAILED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1150-S5 (View or edit details of an existing sites on the sites tab),Chrome 96.0.4664.110,The user can vew or edit details of an existing sites on the 'sites' tab,,2021-12-23 17:56:51,2021-12-23 17:57:34,42.636s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-23 17:56:52,2021-12-23 17:56:57,4.401s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-23 17:56:57,2021-12-23 17:56:59,2.619s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-23 17:56:59,2021-12-23 17:57:00,0.232s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-23 17:57:00,2021-12-23 17:57:03,3.035s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 17:57:03,2021-12-23 17:57:03,0.928s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:03,2021-12-23 17:57:04,1.018s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 17:57:04,2021-12-23 17:57:05,0.768s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:05,2021-12-23 17:57:06,1.004s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:06,2021-12-23 17:57:07,0.409s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 17:57:07,2021-12-23 17:57:09,2.006s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:09,2021-12-23 17:57:13,4.649s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:13,2021-12-23 17:57:14,1.010s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""), ""Smoke Test 3"")",Chrome 96.0.4664.110,,,2021-12-23 17:57:14,2021-12-23 17:57:16,1.787s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:16,2021-12-23 17:57:17,1.016s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/SearchButton(Clients)""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:17,2021-12-23 17:57:18,0.494s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 17:57:18,2021-12-23 17:57:20,2.009s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/EditClient""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:20,2021-12-23 17:57:20,0.370s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 17:57:20,2021-12-23 17:57:22,2.007s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/div_Sites""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:22,2021-12-23 17:57:24,1.621s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:24,2021-12-23 17:57:25,1.016s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/EditSiteButton""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:25,2021-12-23 17:57:25,0.505s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 17:57:25,2021-12-23 17:57:27,2.009s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteCode""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:27,2021-12-23 17:57:28,0.377s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteCode""), ""TestSite"")",Chrome 96.0.4664.110,,,2021-12-23 17:57:28,2021-12-23 17:57:28,0.781s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:28,2021-12-23 17:57:29,1.011s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteName""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:29,2021-12-23 17:57:30,0.395s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteName""), ""SiteforAutomation"")",Chrome 96.0.4664.110,,,2021-12-23 17:57:30,2021-12-23 17:57:31,0.794s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:31,2021-12-23 17:57:32,1.017s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/Clients/Sites/Description""), STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-23 17:57:32,2021-12-23 17:57:32,0.379s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/Sites/Description""), ""Test site for automation"")",Chrome 96.0.4664.110,,,2021-12-23 17:57:32,2021-12-23 17:57:33,0.787s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:33,2021-12-23 17:57:34,1.010s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1151-S5 (Associate an already exixting contact to the site),Chrome 96.0.4664.110,The user can Associate an already exixting contact to the site,,2021-12-23 17:57:34,2021-12-23 17:57:37,3.664s,PASSED
"selectOptionByLabel(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/SelectContactDropdown""), ""ForEmail"", false)",Chrome 96.0.4664.110,,,2021-12-23 17:57:34,2021-12-23 17:57:35,0.829s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 17:57:35,2021-12-23 17:57:36,1.008s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/button_Add(Sites)""))",Chrome 96.0.4664.110,,,2021-12-23 17:57:36,2021-12-23 17:57:36,0.393s,PASSED
