Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-193 (Organizations - Client Profile - Add New Client),Chrome 96.0.4664.110,,,2021-12-22 16:38:19,2021-12-22 16:40:02,1m - 43.071s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1137-S5 (Admin user should be able to log in using valid credentials),Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-22 16:38:20,2021-12-22 16:38:33,13.568s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 16:38:20,2021-12-22 16:38:24,3.618s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-22 16:38:24,2021-12-22 16:38:26,2.148s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 16:38:26,2021-12-22 16:38:26,0.243s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-22 16:38:26,2021-12-22 16:38:29,3.040s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-22 16:38:29,2021-12-22 16:38:30,0.815s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-22 16:38:30,2021-12-22 16:38:31,1.013s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-22 16:38:31,2021-12-22 16:38:32,0.766s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-22 16:38:32,2021-12-22 16:38:33,1.003s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-22 16:38:33,2021-12-22 16:38:33,0.417s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1138-S5 (Click the Clients option from the left navigation panel),Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-22 16:38:33,2021-12-22 16:38:42,8.410s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-22 16:38:34,2021-12-22 16:38:36,2.004s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-22 16:38:36,2021-12-22 16:38:38,2.373s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-22 16:38:38,2021-12-22 16:38:40,2.008s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""))",Chrome 96.0.4664.110,,,2021-12-22 16:38:40,2021-12-22 16:38:41,0.606s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-22 16:38:41,2021-12-22 16:38:42,1.016s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1139-S5 (Click on the Add New Client button),Chrome 96.0.4664.110,The user can click on the 'Add New Client' button,,2021-12-22 16:38:42,2021-12-22 16:38:53,11.039s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/button_Add New Client""))",Chrome 96.0.4664.110,,,2021-12-22 16:38:42,2021-12-22 16:38:42,0.416s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-22 16:38:42,2021-12-22 16:38:44,2.014s,PASSED
"setText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/input_Client Name_b10-Input_ClientName""), ""AT Test Client"")",Chrome 96.0.4664.110,,,2021-12-22 16:38:44,2021-12-22 16:38:47,2.189s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-22 16:38:47,2021-12-22 16:38:49,2.014s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/ButtonsNewXpath/button_Save""))",Chrome 96.0.4664.110,,,2021-12-22 16:38:49,2021-12-22 16:38:49,0.478s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-22 16:38:49,2021-12-22 16:38:50,1.016s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/ButtonsNewXpath/button_Yes(Save)""))",Chrome 96.0.4664.110,,,2021-12-22 16:38:50,2021-12-22 16:38:51,0.452s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-22 16:38:51,2021-12-22 16:38:53,2.018s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1140-S5 (User can view the name of the client at the title of the page),Chrome 96.0.4664.110,User can view the name of the client at the title of the page,,2021-12-22 16:38:53,2021-12-22 16:38:55,2.576s,PASSED
"verifyElementText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/New Client Verification""), ""AT Test Client"")",Chrome 96.0.4664.110,,,2021-12-22 16:38:53,2021-12-22 16:38:53,0.353s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-22 16:38:53,2021-12-22 16:38:55,2.016s,PASSED
,,,,,,,
