Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuiteSite Sample,Chrome 96.0.4664.110,,,2021-12-23 19:15:56,2021-12-23 19:18:02,2m - 5.573s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1150-S5 (View or edit details of an existing sites on the sites tab),Chrome 96.0.4664.110,The user can vew or edit details of an existing sites on the 'sites' tab,,2021-12-23 19:15:57,2021-12-23 19:16:36,39.631s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-23 19:15:57,2021-12-23 19:16:02,4.382s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-23 19:16:02,2021-12-23 19:16:04,2.096s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-23 19:16:04,2021-12-23 19:16:04,0.221s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-23 19:16:04,2021-12-23 19:16:07,3.038s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 19:16:07,2021-12-23 19:16:09,1.495s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 19:16:09,2021-12-23 19:16:10,1.017s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 19:16:10,2021-12-23 19:16:10,0.769s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 19:16:10,2021-12-23 19:16:11,1.014s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-23 19:16:11,2021-12-23 19:16:12,0.404s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 19:16:12,2021-12-23 19:16:14,2.003s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-23 19:16:14,2021-12-23 19:16:17,2.646s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 19:16:17,2021-12-23 19:16:18,1.018s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""), ""Smoke Test 3"")",Chrome 96.0.4664.110,,,2021-12-23 19:16:18,2021-12-23 19:16:19,1.750s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 19:16:19,2021-12-23 19:16:20,1.015s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/SearchButton(Clients)""))",Chrome 96.0.4664.110,,,2021-12-23 19:16:20,2021-12-23 19:16:21,0.434s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 19:16:21,2021-12-23 19:16:23,2.013s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/EditClient""))",Chrome 96.0.4664.110,,,2021-12-23 19:16:23,2021-12-23 19:16:23,0.383s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 19:16:23,2021-12-23 19:16:25,2.020s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/div_Sites""))",Chrome 96.0.4664.110,,,2021-12-23 19:16:25,2021-12-23 19:16:26,1.117s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 19:16:26,2021-12-23 19:16:27,1.003s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/EditSiteButton""))",Chrome 96.0.4664.110,,,2021-12-23 19:16:27,2021-12-23 19:16:28,0.499s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 19:16:28,2021-12-23 19:16:30,2.014s,PASSED
