Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-191 (Organizations - Client Profile - Search Clients),Chrome 96.0.4664.110,,,2021-12-20 15:46:01,2021-12-20 15:48:13,2m - 11.931s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1065,Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-20 15:46:02,2021-12-20 15:46:17,15.230s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-20 15:46:03,2021-12-20 15:46:07,4.060s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-20 15:46:07,2021-12-20 15:46:09,2.583s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-20 15:46:09,2021-12-20 15:46:09,0.211s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-20 15:46:09,2021-12-20 15:46:12,3.043s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:46:12,2021-12-20 15:46:14,1.525s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:46:14,2021-12-20 15:46:15,1.007s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:46:15,2021-12-20 15:46:16,0.729s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:46:16,2021-12-20 15:46:17,1.016s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:17,2021-12-20 15:46:17,0.441s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1066,Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-20 15:46:17,2021-12-20 15:46:25,7.522s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:46:17,2021-12-20 15:46:20,2.015s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:20,2021-12-20 15:46:22,2.177s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/SearchBar""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:46:22,2021-12-20 15:46:24,2.712s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/ClientListDashboard""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:46:24,2021-12-20 15:46:25,0.327s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1067,Chrome 96.0.4664.110,User should be able to put characters on Search bar,,2021-12-20 15:46:25,2021-12-20 15:46:29,4.256s,PASSED
"setText(findTestObject(""Admin/Sprint 5/SearchBar""), ""Smoke 1"")",Chrome 96.0.4664.110,,,2021-12-20 15:46:25,2021-12-20 15:46:26,1.237s,PASSED
"verifyElementNotHasAttribute(findTestObject(""Admin/Sprint 5/SearchBar""), ""Smoke 1"", 3)",Chrome 96.0.4664.110,,,2021-12-20 15:46:26,2021-12-20 15:46:27,0.804s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:46:27,2021-12-20 15:46:29,2.018s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1068,Chrome 96.0.4664.110,User should be able to search clients,,2021-12-20 15:46:29,2021-12-20 15:46:39,9.894s,PASSED
"click(findTestObject(""Admin/Sprint 5/SearchButton""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:29,2021-12-20 15:46:30,0.370s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:46:30,2021-12-20 15:46:32,2.013s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/SearchResults""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:32,2021-12-20 15:46:32,0.358s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:46:32,2021-12-20 15:46:33,1.009s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/SearchBar""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:33,2021-12-20 15:46:33,0.398s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:46:33,2021-12-20 15:46:34,1.015s,PASSED
"setText(findTestObject(""Admin/Sprint 5/SearchBar""), ""Alabama"")",Chrome 96.0.4664.110,,,2021-12-20 15:46:34,2021-12-20 15:46:35,0.739s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:46:35,2021-12-20 15:46:36,1.016s,PASSED
"click(findTestObject(""Admin/Sprint 5/SearchButton""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:36,2021-12-20 15:46:37,0.359s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:46:37,2021-12-20 15:46:38,1.005s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/td_State""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:38,2021-12-20 15:46:38,0.361s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:46:38,2021-12-20 15:46:39,1.005s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1069,Chrome 96.0.4664.110,User should be able to Click Advance search button,,2021-12-20 15:46:39,2021-12-20 15:46:44,4.977s,PASSED
"click(findTestObject(""Admin/Sprint 5/button_Advanced Search""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:39,2021-12-20 15:46:40,0.421s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/div_Select        Select""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:40,2021-12-20 15:46:40,0.858s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Account Manager_Input_AS_ClientName""))",Chrome 96.0.4664.110,,,2021-12-20 15:46:40,2021-12-20 15:46:41,0.360s,PASSED
