Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-142 (User, Role and Access Management - Apply the privileges as defined (System Story))",Chrome 97.0.4692.71,,,2022-01-20 14:40:43,2022-01-20 14:41:48,1m - 5.053s,FAILED
,,,,,,,
Test Cases/Sprint 6/FCSCMS-142/FCSCMS-918-S6 (Admin user is able to log in using valid credentials),Chrome 97.0.4692.71,Admin user is able to log in using valid credentials,,2022-01-20 14:40:44,2022-01-20 14:41:02,18.631s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-20 14:40:44,2022-01-20 14:40:49,4.493s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 97.0.4692.71,,,2022-01-20 14:40:49,2022-01-20 14:40:54,5.617s,PASSED
maximizeWindow(),Chrome 97.0.4692.71,,,2022-01-20 14:40:54,2022-01-20 14:40:55,0.231s,PASSED
delay(3),Chrome 97.0.4692.71,,,2022-01-20 14:40:55,2022-01-20 14:40:58,3.034s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-20 14:40:58,2022-01-20 14:40:59,1.211s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-20 14:40:59,2022-01-20 14:41:00,1.007s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-20 14:41:00,2022-01-20 14:41:01,1.054s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-20 14:41:01,2022-01-20 14:41:02,1.009s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 97.0.4692.71,,,2022-01-20 14:41:02,2022-01-20 14:41:02,0.432s,PASSED
,,,,,,,
Test Cases/Sprint 6/FCSCMS-142/FCSCMS-919-S6 (User is able to click User and Account Management option from the left navigation panel),Chrome 97.0.4692.71,User is able to click User and Account Management option from the left navigation panel,,2022-01-20 14:41:02,2022-01-20 14:41:15,12.764s,PASSED
"click(findTestObject(""Admin/Sprint 6/FCSCMS-198/span_UserAccountManagement""))",Chrome 97.0.4692.71,,,2022-01-20 14:41:03,2022-01-20 14:41:13,10.436s,PASSED
delay(2),Chrome 97.0.4692.71,,,2022-01-20 14:41:13,2022-01-20 14:41:15,2.020s,PASSED
,,,,,,,
Test Cases/Sprint 6/FCSCMS-142/FCSCMS-920-S6 (Admin user is able to click Add new user button),Chrome 97.0.4692.71,Admin user is able to click Add new user button,,2022-01-20 14:41:15,2022-01-20 14:41:19,4.355s,PASSED
"click(findTestObject(""Admin/Sprint 6/FCSCMS-198/AddNewUser/button_Add New User""))",Chrome 97.0.4692.71,,,2022-01-20 14:41:15,2022-01-20 14:41:16,0.506s,PASSED
delay(2),Chrome 97.0.4692.71,,,2022-01-20 14:41:16,2022-01-20 14:41:18,2.006s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 6/FCSCMS-198/AddNewUser/Modal_Create User""))",Chrome 97.0.4692.71,,,2022-01-20 14:41:18,2022-01-20 14:41:18,0.443s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-20 14:41:18,2022-01-20 14:41:19,1.019s,PASSED
,,,,,,,
Test Cases/Sprint 6/FCSCMS-142/FCSCMS-921-S6 (Admin user is able to click Privilege Group dropdown button),Chrome 97.0.4692.71,Admin user is able to click Privilege Group dropdown button,,2022-01-20 14:41:19,2022-01-20 14:41:21,1.794s,PASSED
"click(findTestObject(""Admin/Sprint 6/FCSCMS-198/AddNewUser/input_Privilege Group""))",Chrome 97.0.4692.71,,,2022-01-20 14:41:20,2022-01-20 14:41:20,0.476s,PASSED
delay(1),Chrome 97.0.4692.71,,,2022-01-20 14:41:20,2022-01-20 14:41:21,1.013s,PASSED
,,,,,,,
Test Cases/Sprint 6/FCSCMS-142/FCSCMS-922-S6 (Admin user is able to set the user as IdentityReader),Chrome 97.0.4692.71,Admin user is able to set the user as IdentityReader,,2022-01-20 14:41:21,2022-01-20 14:41:23,1.713s,PASSED
