Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuiteSite Sample,Chrome 96.0.4664.110,,,2021-12-23 16:43:11,2021-12-23 16:45:02,1m - 50.772s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1150-S5 (View or edit details of an existing sites on the sites tab),Chrome 96.0.4664.110,The user can vew or edit details of an existing sites on the 'sites' tab,,2021-12-23 16:43:12,2021-12-23 16:43:53,41.288s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-23 16:43:13,2021-12-23 16:43:18,4.342s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-23 16:43:18,2021-12-23 16:43:20,2.146s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-23 16:43:20,2021-12-23 16:43:20,0.207s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-23 16:43:20,2021-12-23 16:43:23,3.034s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 16:43:23,2021-12-23 16:43:24,0.899s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:24,2021-12-23 16:43:25,1.009s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 16:43:25,2021-12-23 16:43:26,0.800s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:26,2021-12-23 16:43:27,1.004s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:27,2021-12-23 16:43:27,0.475s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 16:43:27,2021-12-23 16:43:29,2.015s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:29,2021-12-23 16:43:32,3.090s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:32,2021-12-23 16:43:34,1.019s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""), ""Smoke Test 3"")",Chrome 96.0.4664.110,,,2021-12-23 16:43:34,2021-12-23 16:43:36,2.033s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:36,2021-12-23 16:43:37,1.015s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/SearchButton(Clients)""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:37,2021-12-23 16:43:37,0.473s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 16:43:37,2021-12-23 16:43:39,2.018s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/EditClient""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:39,2021-12-23 16:43:39,0.376s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 16:43:39,2021-12-23 16:43:41,2.012s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/div_Sites""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:41,2021-12-23 16:43:43,1.603s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:43,2021-12-23 16:43:44,1.011s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/EditSiteButton""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:44,2021-12-23 16:43:45,0.477s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 16:43:45,2021-12-23 16:43:47,2.017s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteCode""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:47,2021-12-23 16:43:47,0.375s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteCode""), ""TestSite"")",Chrome 96.0.4664.110,,,2021-12-23 16:43:47,2021-12-23 16:43:48,0.710s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:48,2021-12-23 16:43:49,1.013s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteName""))",Chrome 96.0.4664.110,,,2021-12-23 16:43:49,2021-12-23 16:43:49,0.429s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/Sites/SiteName""), ""SiteforAutomation"")",Chrome 96.0.4664.110,,,2021-12-23 16:43:49,2021-12-23 16:43:50,0.772s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:50,2021-12-23 16:43:51,1.012s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/Clients/Sites/Description""), STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-23 16:43:51,2021-12-23 16:43:51,0.401s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/Sites/Description""), ""Test site for automation"")",Chrome 96.0.4664.110,,,2021-12-23 16:43:51,2021-12-23 16:43:52,0.768s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 16:43:52,2021-12-23 16:43:53,1.016s,PASSED
,,,,,,,
