Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-193 (Organizations - Client Profile - Add New Client),Chrome 96.0.4664.110,,,2021-12-23 04:04:28,2021-12-23 04:06:56,2m - 28.378s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1137-S5 (Admin user should be able to log in using valid credentials),Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-23 04:04:28,2021-12-23 04:04:42,14.015s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-23 04:04:29,2021-12-23 04:04:33,4.065s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-23 04:04:33,2021-12-23 04:04:35,2.117s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-23 04:04:35,2021-12-23 04:04:35,0.207s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-23 04:04:35,2021-12-23 04:04:38,3.032s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 04:04:38,2021-12-23 04:04:39,0.899s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:04:39,2021-12-23 04:04:40,1.006s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 04:04:40,2021-12-23 04:04:41,0.804s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:04:41,2021-12-23 04:04:42,1.005s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-23 04:04:42,2021-12-23 04:04:42,0.442s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1138-S5 (Click the Clients option from the left navigation panel),Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-23 04:04:42,2021-12-23 04:04:50,8.194s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:04:43,2021-12-23 04:04:45,2.005s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-23 04:04:45,2021-12-23 04:04:47,2.029s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:04:47,2021-12-23 04:04:49,2.006s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""))",Chrome 96.0.4664.110,,,2021-12-23 04:04:49,2021-12-23 04:04:49,0.715s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:04:49,2021-12-23 04:04:50,1.003s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1139-S5 (Click on the Add New Client button),Chrome 96.0.4664.110,The user can click on the 'Add New Client' button,,2021-12-23 04:04:50,2021-12-23 04:05:01,11.112s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/button_Add New Client""))",Chrome 96.0.4664.110,,,2021-12-23 04:04:51,2021-12-23 04:04:51,0.413s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:04:51,2021-12-23 04:04:53,2.014s,PASSED
"setText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/input_Client Name_b10-Input_ClientName""), ""AT Test Client"")",Chrome 96.0.4664.110,,,2021-12-23 04:04:53,2021-12-23 04:04:56,2.509s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:04:56,2021-12-23 04:04:58,2.010s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/ButtonsNewXpath/button_Save""))",Chrome 96.0.4664.110,,,2021-12-23 04:04:58,2021-12-23 04:04:58,0.476s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:04:58,2021-12-23 04:04:59,1.018s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/ButtonsNewXpath/button_Yes(Save)""))",Chrome 96.0.4664.110,,,2021-12-23 04:04:59,2021-12-23 04:04:59,0.434s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:04:59,2021-12-23 04:05:01,2.002s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1140-S5 (User can view the name of the client at the title of the page),Chrome 96.0.4664.110,User can view the name of the client at the title of the page,,2021-12-23 04:05:01,2021-12-23 04:05:04,2.676s,PASSED
"verifyElementText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/New Client Verification""), ""AT Test Client"")",Chrome 96.0.4664.110,,,2021-12-23 04:05:02,2021-12-23 04:05:02,0.351s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:05:02,2021-12-23 04:05:04,2.011s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1141-S5 (Edit details on the Basic Information tab),Chrome 96.0.4664.110,The user can input or edit details on the 'Basic Information' tab,,2021-12-23 04:05:04,2021-12-23 04:05:27,22.674s,PASSED
"selectOptionByLabel(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/select_SelectActiveInactive""), ""Active"", false)",Chrome 96.0.4664.110,,,2021-12-23 04:05:05,2021-12-23 04:05:05,0.797s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:05:05,2021-12-23 04:05:07,2.010s,PASSED
"setText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/input_Business Details_b10-Input_BusinessDetails""), ""Test BDAT"")",Chrome 96.0.4664.110,,,2021-12-23 04:05:07,2021-12-23 04:05:08,0.747s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:05:08,2021-12-23 04:05:10,2.003s,PASSED
"setText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/input_IRS Number_b10-Input_IRSNumber""), ""112233"")",Chrome 96.0.4664.110,,,2021-12-23 04:05:10,2021-12-23 04:05:11,0.707s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:05:11,2021-12-23 04:05:13,2.014s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/SalesRep_Dropdown""))",Chrome 96.0.4664.110,,,2021-12-23 04:05:13,2021-12-23 04:05:13,0.419s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:05:13,2021-12-23 04:05:14,1.008s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/div_3_SalesRep""))",Chrome 96.0.4664.110,,,2021-12-23 04:05:14,2021-12-23 04:05:15,0.399s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:05:15,2021-12-23 04:05:16,1.006s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/AccountManager_Dropdown""))",Chrome 96.0.4664.110,,,2021-12-23 04:05:16,2021-12-23 04:05:16,0.375s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:05:16,2021-12-23 04:05:17,1.008s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/div_3_AccountManager""))",Chrome 96.0.4664.110,,,2021-12-23 04:05:17,2021-12-23 04:05:17,0.408s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:05:17,2021-12-23 04:05:19,2.006s,PASSED
"setText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/input_Termination Date_b10-Input_TerminationDate""), ""08/15/2022"")",Chrome 96.0.4664.110,,,2021-12-23 04:05:19,2021-12-23 04:05:20,0.737s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 04:05:20,2021-12-23 04:05:21,1.010s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/Client""))",Chrome 96.0.4664.110,,,2021-12-23 04:05:21,2021-12-23 04:05:22,0.416s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:05:22,2021-12-23 04:05:24,2.008s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/Carrier""))",Chrome 96.0.4664.110,,,2021-12-23 04:05:24,2021-12-23 04:05:24,0.402s,PASSED
"setText(findTestObject(""Admin/Sprint 5/AddNewClient/Element Verification/Aliases Name""), ""AT Alias"")",Chrome 96.0.4664.110,,,2021-12-23 04:05:24,2021-12-23 04:05:25,0.833s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 04:05:25,2021-12-23 04:05:27,2.002s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1142-S5 (Click the Save button for the Basic Information tab),Chrome 96.0.4664.110,The user can click the Save button for the 'Basic Information' tab,,2021-12-23 04:05:27,2021-12-23 04:05:31,4.472s,PASSED
"click(findTestObject(""Admin/Sprint 5/AddNewClient/ButtonsNewXpath/button_Save""))",Chrome 96.0.4664.110,,,2021-12-23 04:05:27,2021-12-23 04:05:27,0.432s,PASSED
