Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuiteSite Sample,Chrome 96.0.4664.110,,,2021-12-23 05:13:26,2021-12-23 05:14:41,1m - 14.566s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1150-S5 (View or edit details of an existing sites on the sites tab),Chrome 96.0.4664.110,The user can vew or edit details of an existing sites on the 'sites' tab,,2021-12-23 05:13:27,2021-12-23 05:14:10,43.757s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-23 05:13:27,2021-12-23 05:13:32,4.793s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-23 05:13:32,2021-12-23 05:13:35,3.431s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-23 05:13:35,2021-12-23 05:13:36,0.246s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-23 05:13:36,2021-12-23 05:13:39,3.041s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 05:13:39,2021-12-23 05:13:40,1.370s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 05:13:40,2021-12-23 05:13:41,1.015s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 05:13:41,2021-12-23 05:13:42,0.805s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 05:13:42,2021-12-23 05:13:43,1.006s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-23 05:13:43,2021-12-23 05:13:43,0.414s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 05:13:43,2021-12-23 05:13:45,2.008s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-23 05:13:45,2021-12-23 05:13:49,3.396s,PASSED
