Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuiteSite Sample,Chrome 96.0.4664.110,,,2021-12-23 17:59:47,2021-12-23 18:01:40,1m - 52.501s,FAILED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-193/FCSCMS-1150-S5 (View or edit details of an existing sites on the sites tab),Chrome 96.0.4664.110,The user can vew or edit details of an existing sites on the 'sites' tab,,2021-12-23 17:59:48,2021-12-23 18:00:29,41.095s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-23 17:59:49,2021-12-23 17:59:54,4.664s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-23 17:59:54,2021-12-23 17:59:57,3.423s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-23 17:59:57,2021-12-23 17:59:57,0.222s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-23 17:59:57,2021-12-23 18:00:00,3.031s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 18:00:00,2021-12-23 18:00:01,1.029s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 18:00:01,2021-12-23 18:00:02,1.009s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-23 18:00:02,2021-12-23 18:00:03,0.792s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 18:00:03,2021-12-23 18:00:04,1.004s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-23 18:00:04,2021-12-23 18:00:04,0.388s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 18:00:04,2021-12-23 18:00:06,2.018s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-23 18:00:06,2021-12-23 18:00:09,2.763s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 18:00:09,2021-12-23 18:00:10,1.012s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""), ""Smoke Test 3"")",Chrome 96.0.4664.110,,,2021-12-23 18:00:10,2021-12-23 18:00:12,1.714s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 18:00:12,2021-12-23 18:00:13,1.007s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/SearchButton(Clients)""))",Chrome 96.0.4664.110,,,2021-12-23 18:00:13,2021-12-23 18:00:13,0.438s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 18:00:13,2021-12-23 18:00:15,2.019s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/Site Edit Elements/EditClient""))",Chrome 96.0.4664.110,,,2021-12-23 18:00:15,2021-12-23 18:00:16,0.371s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-23 18:00:16,2021-12-23 18:00:18,2.017s,PASSED
"click(findTestObject(""Admin/Sprint 5/Clients/Sites/div_Sites""))",Chrome 96.0.4664.110,,,2021-12-23 18:00:18,2021-12-23 18:00:19,1.278s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-23 18:00:19,2021-12-23 18:00:20,1.004s,PASSED
