Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-191 (Organizations - Client Profile - Search Clients),Chrome 96.0.4664.110,,,2021-12-20 15:29:57,2021-12-20 15:31:52,1m - 55.396s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1065,Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-20 15:29:57,2021-12-20 15:30:11,14.158s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-20 15:29:57,2021-12-20 15:30:01,3.539s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:01,2021-12-20 15:30:04,2.836s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-20 15:30:04,2021-12-20 15:30:04,0.204s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-20 15:30:04,2021-12-20 15:30:07,3.037s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:07,2021-12-20 15:30:08,0.897s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:08,2021-12-20 15:30:09,1.014s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:09,2021-12-20 15:30:10,0.761s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:10,2021-12-20 15:30:11,1.010s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:11,2021-12-20 15:30:11,0.409s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1066,Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-20 15:30:11,2021-12-20 15:30:19,7.910s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:30:12,2021-12-20 15:30:14,2.011s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:14,2021-12-20 15:30:16,2.915s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/SearchBar""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:30:16,2021-12-20 15:30:19,2.308s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/ClientListDashboard""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:30:19,2021-12-20 15:30:19,0.315s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1067,Chrome 96.0.4664.110,User should be able to put characters on Search bar,,2021-12-20 15:30:19,2021-12-20 15:30:23,3.780s,PASSED
"setText(findTestObject(""Admin/Sprint 5/SearchBar""), ""Smoke 1"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:19,2021-12-20 15:30:20,1.159s,PASSED
"verifyElementNotHasAttribute(findTestObject(""Admin/Sprint 5/SearchBar""), ""Smoke 1"", 3)",Chrome 96.0.4664.110,,,2021-12-20 15:30:20,2021-12-20 15:30:21,0.362s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:30:21,2021-12-20 15:30:23,2.011s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1068,Chrome 96.0.4664.110,User should be able to search clients,,2021-12-20 15:30:23,2021-12-20 15:30:33,9.843s,PASSED
"click(findTestObject(""Admin/Sprint 5/SearchButton""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:23,2021-12-20 15:30:23,0.402s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:30:23,2021-12-20 15:30:25,2.006s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/SearchResults""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:25,2021-12-20 15:30:26,0.369s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:26,2021-12-20 15:30:27,1.013s,PASSED
"clearText(findTestObject(""Admin/Sprint 5/SearchBar""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:27,2021-12-20 15:30:27,0.373s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:27,2021-12-20 15:30:28,1.011s,PASSED
"setText(findTestObject(""Admin/Sprint 5/SearchBar""), ""Alabama"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:28,2021-12-20 15:30:29,0.691s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:29,2021-12-20 15:30:30,1.017s,PASSED
"click(findTestObject(""Admin/Sprint 5/SearchButton""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:30,2021-12-20 15:30:30,0.358s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:30,2021-12-20 15:30:31,1.011s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/td_State""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:31,2021-12-20 15:30:32,0.359s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:32,2021-12-20 15:30:33,1.004s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1069,Chrome 96.0.4664.110,User should be able to Click Advance search button,,2021-12-20 15:30:33,2021-12-20 15:30:38,4.977s,PASSED
"click(findTestObject(""Admin/Sprint 5/button_Advanced Search""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:33,2021-12-20 15:30:33,0.478s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/div_Select        Select""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:33,2021-12-20 15:30:34,0.920s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Account Manager_Input_AS_ClientName""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:34,2021-12-20 15:30:35,0.365s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Address Line 1_Input_AS_AddressLine1""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:35,2021-12-20 15:30:35,0.375s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Address Line 2_Input_AS_AddressLine2""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:35,2021-12-20 15:30:36,0.555s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Client Name_Input_ClientName""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:36,2021-12-20 15:30:36,0.364s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Contact Email_Input_AS_ContactEmail""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:36,2021-12-20 15:30:36,0.327s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Contact Name_Input_AS_ContactName""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:36,2021-12-20 15:30:37,0.338s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Contact Phone_Input_AS_ContactPhone""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:37,2021-12-20 15:30:37,0.334s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Sales Rep._Input_AS_ClientName2""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:37,2021-12-20 15:30:37,0.327s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Element Veification SP5/select_SelectActiveInactive""))",Chrome 96.0.4664.110,,,2021-12-20 15:30:37,2021-12-20 15:30:38,0.331s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1070,Chrome 96.0.4664.110,User should be able to search clients using Client name,,2021-12-20 15:30:38,2021-12-20 15:30:42,3.947s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:30:38,2021-12-20 15:30:40,2.009s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Client Name_Input_ClientName""), ""Smoke 1"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:40,2021-12-20 15:30:41,0.731s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:30:41,2021-12-20 15:30:42,1.012s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1071,Chrome 96.0.4664.110,User should be able to select Status Dropdown button,,2021-12-20 15:30:42,2021-12-20 15:30:46,3.983s,PASSED
"selectOptionByLabel(findTestObject(""Admin/Sprint 5/Advance Search/StatusDropdown""), ""Inactive"", false)",Chrome 96.0.4664.110,,,2021-12-20 15:30:42,2021-12-20 15:30:43,0.686s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-20 15:30:43,2021-12-20 15:30:46,3.017s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1072,Chrome 96.0.4664.110,User should be able to put characters on Address field,,2021-12-20 15:30:46,2021-12-20 15:30:51,5.646s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Address Line 1_Input_AS_AddressLine1""), ""Line 1"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:46,2021-12-20 15:30:47,0.721s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:30:47,2021-12-20 15:30:49,2.007s,PASSED
"setText(findTestObject(""Admin/Sprint 5/Element Veification SP5/input_Address Line 2_Input_AS_AddressLine2""), ""Line 2"")",Chrome 96.0.4664.110,,,2021-12-20 15:30:49,2021-12-20 15:30:49,0.704s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:30:49,2021-12-20 15:30:51,2.012s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1073,Chrome 96.0.4664.110,User should be able to search or select Country on Tyoe-in search dropdown,,2021-12-20 15:30:51,2021-12-20 15:30:56,5.018s,PASSED
