Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-191 (Organizations - Client Profile - Search Clients),Chrome 96.0.4664.110,,,2021-12-20 15:22:45,2021-12-20 15:24:33,1m - 47.889s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1065,Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2021-12-20 15:22:46,2021-12-20 15:22:59,13.089s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-20 15:22:46,2021-12-20 15:22:49,3.143s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2021-12-20 15:22:49,2021-12-20 15:22:52,2.444s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-20 15:22:52,2021-12-20 15:22:52,0.180s,PASSED
delay(3),Chrome 96.0.4664.110,,,2021-12-20 15:22:52,2021-12-20 15:22:55,3.040s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:22:55,2021-12-20 15:22:56,0.833s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:22:56,2021-12-20 15:22:57,1.003s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2021-12-20 15:22:57,2021-12-20 15:22:58,0.704s,PASSED
delay(1),Chrome 96.0.4664.110,,,2021-12-20 15:22:58,2021-12-20 15:22:59,1.013s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2021-12-20 15:22:59,2021-12-20 15:22:59,0.399s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-191/FCSCMS-1066,Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2021-12-20 15:22:59,2021-12-20 15:23:06,7.109s,PASSED
delay(2),Chrome 96.0.4664.110,,,2021-12-20 15:22:59,2021-12-20 15:23:01,2.005s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2021-12-20 15:23:01,2021-12-20 15:23:04,2.463s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/SearchBar""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:23:04,2021-12-20 15:23:06,2.062s,PASSED
"verifyElementPresent(findTestObject(""Admin/Sprint 5/ClientListDashboard""), 0)",Chrome 96.0.4664.110,,,2021-12-20 15:23:06,2021-12-20 15:23:06,0.339s,PASSED
,,,,,,,
