Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-200 (Organizations - Client Profile - Contacts - View - Edit Contact),Chrome 96.0.4664.110,,,2022-01-03 17:29:55,2022-01-03 17:30:51,55.995s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-200/FCSCMS-1186-S5 (Admin user should be able to log in using valid credentials),Chrome 96.0.4664.110,Admin user should be able to log in using valid credentials,,2022-01-03 17:29:55,2022-01-03 17:30:10,14.336s,PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2022-01-03 17:29:56,2022-01-03 17:29:59,3.308s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 96.0.4664.110,,,2022-01-03 17:29:59,2022-01-03 17:30:02,2.662s,PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2022-01-03 17:30:02,2022-01-03 17:30:02,0.291s,PASSED
delay(3),Chrome 96.0.4664.110,,,2022-01-03 17:30:02,2022-01-03 17:30:05,3.035s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""admin"")",Chrome 96.0.4664.110,,,2022-01-03 17:30:05,2022-01-03 17:30:06,1.424s,PASSED
delay(1),Chrome 96.0.4664.110,,,2022-01-03 17:30:06,2022-01-03 17:30:07,1.008s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""admin"")",Chrome 96.0.4664.110,,,2022-01-03 17:30:07,2022-01-03 17:30:08,0.777s,PASSED
delay(1),Chrome 96.0.4664.110,,,2022-01-03 17:30:08,2022-01-03 17:30:09,1.020s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 96.0.4664.110,,,2022-01-03 17:30:09,2022-01-03 17:30:10,0.432s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-200/FCSCMS-1187-S5 (User should be able to click the Clients option from the left navigation panel),Chrome 96.0.4664.110,User should be able to view/edit the client's details,,2022-01-03 17:30:10,2022-01-03 17:30:20,10.687s,PASSED
delay(2),Chrome 96.0.4664.110,,,2022-01-03 17:30:10,2022-01-03 17:30:12,2.013s,PASSED
"click(findTestObject(""Admin/Sprint 5/a_Clients""))",Chrome 96.0.4664.110,,,2022-01-03 17:30:12,2022-01-03 17:30:16,3.567s,PASSED
delay(2),Chrome 96.0.4664.110,,,2022-01-03 17:30:16,2022-01-03 17:30:18,2.011s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 5/Clients/SearchBar_Clients""))",Chrome 96.0.4664.110,,,2022-01-03 17:30:18,2022-01-03 17:30:19,1.667s,PASSED
delay(1),Chrome 96.0.4664.110,,,2022-01-03 17:30:19,2022-01-03 17:30:20,1.013s,PASSED
,,,,,,,
Test Cases/Sprint 5/FCSCMS-200/FCSCMS-1188-S5 (User should be able to search for the clients name in the quick search tab),Chrome 96.0.4664.110,User should be able to click the Clients option from the left navigation panel,,2022-01-03 17:30:20,2022-01-03 17:30:25,4.458s,PASSED
